execution,method,dimension,dataset,dataset_size,accuracy,kappa,f1,macro-f1,time
2,hashing-tricks,384,yelp,10000,0.4571,0.14805727321112777,0.0,0.23726376296431614,51.09456467628479
3,bert,384,yelp,10000,0.4614,0.2860087394068042,0.0,0.3413696867761907,376.94898557662964
3,hashing-tricks,384,yelp,10000,0.4668,0.15378203802708626,0.0,0.24272705271607894,51.115275859832764
4,bert,384,yelp,10000,0.4598,0.28500347736877835,0.0,0.33522443972490273,377.5571484565735
4,hashing-tricks,384,yelp,10000,0.4653,0.15008242547369707,0.0,0.23591537486523842,50.97982144355774
5,bert,384,yelp,10000,0.4568,0.2800831286632994,0.0,0.33365577345215575,379.90509939193726
5,hashing-tricks,384,yelp,10000,0.4618,0.14088505057939496,0.0,0.22920606045655015,51.386435985565186
6,bert,384,yelp,10000,0.4598,0.2873331931570583,0.0,0.3411963114231696,375.7920832633972
6,hashing-tricks,384,yelp,10000,0.4553,0.14130741093795587,0.0,0.22880491479175016,51.72627902030945
7,bert,384,yelp,10000,0.4646,0.29454157008008763,0.0,0.34508676438265407,387.9846451282501
7,hashing-tricks,384,yelp,10000,0.4566,0.14699440165236324,0.0,0.23340684512991605,51.12364864349365
8,bert,384,yelp,10000,0.4704,0.29686822371852806,0.0,0.34772174360083086,382.6193881034851
8,hashing-tricks,384,yelp,10000,0.4617,0.1444150880293244,0.0,0.235102560584703,51.348143339157104
9,bert,384,yelp,10000,0.462,0.2895107058322878,0.0,0.34206813552811655,387.5325334072113
9,hashing-tricks,384,yelp,10000,0.4596,0.15273064846365011,0.0,0.23477485184788047,51.343830823898315
0,bert,384,yelp,20000,0.4596,0.2888061590123618,0.0,0.3412676371378309,771.9819459915161
0,hashing-tricks,384,yelp,20000,0.45805,0.14702025131235552,0.0,0.23777622209525595,103.59142112731934
1,bert,384,yelp,20000,0.4667,0.2938991499644042,0.0,0.34755071074835914,781.641058921814
1,hashing-tricks,384,yelp,20000,0.4606,0.14807536401091992,0.0,0.23881441924182592,103.15306162834167
2,bert,384,yelp,20000,0.4581,0.28906250976264014,0.0,0.3413910011228483,773.440425157547
2,hashing-tricks,384,yelp,20000,0.46345,0.1538241215985096,0.0,0.23938908126943195,102.88531970977783
3,bert,384,yelp,20000,0.4662,0.2928201224655904,0.0,0.3434995569973065,784.0926306247711
3,hashing-tricks,384,yelp,20000,0.47025,0.1569618145078079,0.0,0.24232217613578644,102.8708848953247
4,bert,384,yelp,20000,0.4588,0.2844379389087634,0.0,0.3378001642461111,781.9596979618073
4,hashing-tricks,384,yelp,20000,0.4598,0.14181545992521455,0.0,0.2311643008547648,103.30344486236572
5,bert,384,yelp,20000,0.46455,0.29316344702583785,0.0,0.3447780465996295,787.0597383975983
5,hashing-tricks,384,yelp,20000,0.46225,0.14935024615395484,0.0,0.23739728094701076,102.8825409412384
6,bert,384,yelp,20000,0.45835,0.2878723056241443,0.0,0.3452911671272589,779.3181340694427
6,hashing-tricks,384,yelp,20000,0.45625,0.1441465421645296,0.0,0.23404386978532463,102.92695260047913
7,bert,384,yelp,20000,0.4661,0.29377734707176034,0.0,0.3435703740751337,791.8888409137726
7,hashing-tricks,384,yelp,20000,0.46115,0.14967553695184882,0.0,0.23816922118253517,102.94388628005981
8,bert,384,yelp,20000,0.458,0.28597408697863846,0.0,0.341745069769489,795.0202224254608
8,hashing-tricks,384,yelp,20000,0.4528,0.14190200814963358,0.0,0.2305431255860438,105.20794200897217
9,bert,384,yelp,20000,0.47465,0.3034805139044998,0.0,0.35147644125360306,798.5659048557281
9,hashing-tricks,384,yelp,20000,0.4607,0.14816157397375046,0.0,0.23428835698764286,103.11122035980225
