execution,method,dimension,dataset,dataset_size,accuracy,kappa,f1,macro-f1,time
9,bert,384,amazon,20000,0.7864,0.5726115259568316,0.7782161769286677,0.5240852720735848,798.0405156612396
9,hashing-tricks,384,amazon,20000,0.6281,0.2578015825430461,0.6733994906472294,0.4138811074290958,50.99062442779541
0,bert,384,amazon,30000,0.7917666666666666,0.583499681033117,0.7835758835758836,0.5276530978159162,1147.6413152217865
0,hashing-tricks,384,amazon,30000,0.6306,0.26156916126777147,0.679192843287687,0.4146292115696171,76.96923303604126
1,bert,384,amazon,30000,0.7875333333333333,0.5750491416932701,0.7786153472053358,0.5247996733838795,1160.8276672363281
1,hashing-tricks,384,amazon,30000,0.6060333333333333,0.2123404466252923,0.6626898047722342,0.39640969430128975,76.60083818435669
2,bert,384,amazon,30000,0.7872666666666667,0.57427103320231,0.7782450043440488,0.5246169828298592,1151.5525903701782
2,hashing-tricks,384,amazon,30000,0.6216,0.24526649722867042,0.6700962013543755,0.4088400279392151,76.75068235397339
3,bert,384,amazon,30000,0.7865,0.5727735861403189,0.7765994558012979,0.5240607958448714,1137.6469504833221
3,hashing-tricks,384,amazon,30000,0.6153,0.2323354217817098,0.6680283067717623,0.40357451860362376,76.79540991783142
4,bert,384,amazon,30000,0.7895666666666666,0.5792616893722176,0.7830331362573903,0.5262584003872602,1165.347258090973
4,hashing-tricks,384,amazon,30000,0.6162333333333333,0.2314275823771211,0.6711796629534418,0.4034856483191745,76.70875883102417
5,bert,384,amazon,30000,0.7876,0.5751001485349057,0.7783035279382089,0.5248257283463394,1163.2423005104065
5,hashing-tricks,384,amazon,30000,0.6152666666666666,0.23143963679274643,0.6712242921437931,0.40253332669606506,76.79373335838318
6,bert,384,amazon,30000,0.7889333333333334,0.5779035700885378,0.780929975089953,0.5257760366127683,1194.0688891410828
6,hashing-tricks,384,amazon,30000,0.6161,0.23203740525285657,0.6711589526882336,0.40335877111815766,76.87271881103516
7,bert,384,amazon,30000,0.7904666666666667,0.5807684216047786,0.7816571130797291,0.5267577062394082,1229.8557584285736
7,hashing-tricks,384,amazon,30000,0.6083666666666666,0.21822942505528437,0.6633039092055485,0.39844892192647086,77.29931998252869
8,bert,384,amazon,30000,0.7816,0.5632510413949623,0.7715112831781243,0.5207897671880776,1198.0258660316467
8,hashing-tricks,384,amazon,30000,0.6075666666666667,0.21492295013012502,0.6622676153316502,0.3980086525379321,76.78298497200012
9,bert,384,amazon,30000,0.7835666666666666,0.5671027082549273,0.7741755948239877,0.5221354144810774,1252.7844157218933
9,hashing-tricks,384,amazon,30000,0.6155666666666667,0.23148340289020483,0.6703259005145799,0.40311874581950075,77.18531775474548
0,bert,384,amazon,50000,0.7879,0.5758472652055102,0.7813247545986967,0.5251434700468872,1964.961663722992
0,hashing-tricks,384,amazon,50000,0.62722,0.2541096344162619,0.6778553650442478,0.41185850278859865,128.7053418159485
1,bert,384,amazon,50000,0.7861,0.5726049926706253,0.7797775947281713,0.5239538073914242,2096.811128616333
1,hashing-tricks,384,amazon,50000,0.6197,0.23618824612297423,0.6742951111720168,0.4058114639412036,128.5732502937317
2,bert,384,amazon,50000,0.78614,0.5722717732463778,0.778330638139072,0.5239208312132977,1959.0903146266937
2,hashing-tricks,384,amazon,50000,0.62324,0.2466264859460727,0.6739480380108356,0.409274932135379,129.19168066978455
3,bert,384,amazon,50000,0.7865,0.573155926140181,0.779453696433737,0.5241926202313731,2062.3711326122284
3,hashing-tricks,384,amazon,50000,0.62522,0.24926111472845808,0.6773538122460224,0.41012255699568256,128.81214141845703
4,bert,384,amazon,50000,0.78834,0.5766184206734608,0.779965486412874,0.5253604143437054,2010.6696345806122
4,hashing-tricks,384,amazon,50000,0.61932,0.23919541412800804,0.671079007396143,0.40644046474572887,128.70884203910828
5,bert,384,amazon,50000,0.78892,0.5777810633030643,0.7807442189025784,0.5257553864041987,2111.6579155921936
5,hashing-tricks,384,amazon,50000,0.61706,0.23467958086150248,0.6700444628270087,0.4046234185328508,129.09521961212158
6,bert,384,amazon,50000,0.79186,0.5838676237927243,0.7848933355382834,0.527765715930837,2035.5491955280304
6,hashing-tricks,384,amazon,50000,0.63248,0.26389473201153585,0.6818787763369748,0.41560676606311175,128.96929025650024
7,bert,384,amazon,50000,0.78756,0.5752172117110131,0.7808702469619757,0.5249126322915493,2095.912865638733
7,hashing-tricks,384,amazon,50000,0.62838,0.2560257515781331,0.6788245462402765,0.41266123988296616,128.73976755142212
8,bert,384,amazon,50000,0.78608,0.5721720733040914,0.7785048664319736,0.5238914446764968,2003.9459125995636
8,hashing-tricks,384,amazon,50000,0.6243,0.24858556623042458,0.6770727682178406,0.4093318650108048,128.78806352615356
9,bert,384,amazon,50000,0.78878,0.5773738737635009,0.7794968159515607,0.5256084120114906,2098.6726129055023
9,hashing-tricks,384,amazon,50000,0.62198,0.24539043969357982,0.6731457623601432,0.40832703444822754,128.16807341575623
0,bert,384,amazon,100000,0.78834,0.5766268916539161,0.7807677169432187,0.5253940198960778,3956.7174937725067
0,hashing-tricks,384,amazon,100000,0.6201,0.2407161087986503,0.6738383873072564,0.40633519558709974,257.7644793987274
1,bert,384,amazon,100000,0.79061,0.5811729975584781,0.7821227887617065,0.5268635104911261,4124.692163944244
1,hashing-tricks,384,amazon,100000,0.6257,0.2517913191257668,0.6771998516614777,0.4106196979997298,258.90332889556885
2,bert,384,amazon,100000,0.79047,0.5809265971944315,0.7828051953436783,0.5268083876295635,3847.0066537857056
2,hashing-tricks,384,amazon,100000,0.61654,0.23324688688208256,0.6730221532479492,0.403166143356247,257.62679052352905
3,bert,384,amazon,100000,0.78885,0.5777260009303092,0.7810977253405768,0.525725574936469,4063.4649732112885
3,hashing-tricks,384,amazon,100000,0.62652,0.2528746288795551,0.6783231841241677,0.4110545285213371,257.5845482349396
4,bert,384,amazon,100000,0.78635,0.5726441881856886,0.7774676055164368,0.5240083453873803,4060.6029903888702
4,hashing-tricks,384,amazon,100000,0.62012,0.24070663588561034,0.6744985133201374,0.40614606609966925,256.7211904525757
5,bert,384,amazon,100000,0.78806,0.576150282366926,0.7801087317397079,0.5251909029876942,4209.631916046143
5,hashing-tricks,384,amazon,100000,0.62289,0.24558620890123234,0.6747004580468743,0.40871878433135417,257.2632532119751
6,bert,384,amazon,100000,0.78954,0.5790031246233662,0.7815163564257757,0.5261728518615646,4058.0800218582153
6,hashing-tricks,384,amazon,100000,0.6174,0.23552035388094497,0.6730027948479071,0.40400927719859353,257.34637689590454
7,bert,384,amazon,100000,0.7885,0.5770342077814115,0.7811555813087206,0.5255102481936459,4152.742647409439
7,hashing-tricks,384,amazon,100000,0.61874,0.23721790013755345,0.67428151590746,0.4048835557644282,257.7788870334625
8,bert,384,amazon,100000,0.78902,0.5781400440885445,0.7812908174901002,0.5258400130303141,4063.7932946681976
8,hashing-tricks,384,amazon,100000,0.61916,0.2375461615057711,0.6739160216453183,0.40540872127361877,258.2017312049866
9,bert,384,amazon,100000,0.79019,0.5804254040970658,0.7826132007045902,0.5266255593274561,4148.222022771835
9,hashing-tricks,384,amazon,100000,0.6306,0.2608878432238849,0.6808256936223893,0.414150657437101,258.4372317790985
0,bert,384,amazon,200000,0.7889,0.5777802090806304,0.7807021644616895,0.5257375571661708,7997.451963663101
0,hashing-tricks,384,amazon,200000,0.617865,0.23591818838366935,0.6739505119453923,0.4041440081716375,515.4463047981262
1,bert,384,amazon,200000,0.789785,0.5795160167524883,0.7809080107560504,0.526294043279674,8256.057025432587
1,hashing-tricks,384,amazon,200000,0.622505,0.24543391070157128,0.6759380875119112,0.4079719783798373,514.29971575737
2,bert,384,amazon,200000,0.788745,0.5775484053059342,0.7804852704317555,0.5256314823268584,8174.503236293793
2,hashing-tricks,384,amazon,200000,0.62147,0.2425064791482039,0.6758412797643261,0.40701013293693356,515.8302898406982
3,bert,384,amazon,200000,0.789675,0.5793946148750164,0.7819614347916234,0.5262754664567862,8388.371031045914
3,hashing-tricks,384,amazon,200000,0.62036,0.24036849343407227,0.6748990575853461,0.40624601609108013,515.6565337181091
4,bert,384,amazon,200000,0.78937,0.5787487255882725,0.781598826207104,0.5260698288979261,7909.3313331604
4,hashing-tricks,384,amazon,200000,0.627485,0.2549201956620348,0.6798064277671287,0.41151218575955556,514.6324744224548
5,bert,384,amazon,200000,0.789385,0.5787793165590763,0.78162278177831,0.5260803237739766,8077.991057634354
5,hashing-tricks,384,amazon,200000,0.624005,0.24795340127379858,0.6779003276722421,0.40878429863885485,515.0783150196075
6,bert,384,amazon,200000,0.78787,0.5757173356262062,0.7795273135445249,0.5250451595396449,8098.298072338104
6,hashing-tricks,384,amazon,200000,0.624485,0.24916585636278574,0.6772858720453072,0.40943843614196657,516.2149262428284
7,bert,384,amazon,200000,0.78781,0.575543903107716,0.7790262952356157,0.524984073126826,8848.377185344696
7,hashing-tricks,384,amazon,200000,0.622295,0.2451939332789077,0.6758300469040334,0.40780448170642725,513.3974432945251
8,bert,384,amazon,200000,0.78749,0.5750218643199102,0.7801418439716311,0.5248360773191291,8915.718342542648
8,hashing-tricks,384,amazon,200000,0.62832,0.25631493090574115,0.680151630544691,0.4121994129915625,515.1929490566254
9,bert,384,amazon,200000,0.789235,0.5785643975502387,0.7819528647395974,0.5260009514457312,9088.494676113129
9,hashing-tricks,384,amazon,200000,0.6258,0.25082949382952585,0.6792582211536401,0.4100739378149673,514.6471199989319
0,bert,384,twitter,10000,0.7366,0.47343021630942955,0.7386904761904762,0.4910801100021283,327.89934945106506
0,hashing-tricks,384,twitter,10000,0.5978,0.19845510292338694,0.6466350377789493,0.39333310589691717,24.62961506843567
1,bert,384,twitter,10000,0.7413,0.481502714564779,0.754530790397571,0.4937230893996132,352.5154058933258
1,hashing-tricks,384,twitter,10000,0.6002,0.18888248822449272,0.6858893777498429,0.3787237732370195,24.605740785598755
2,bert,384,twitter,10000,0.7406,0.4813367611228272,0.7443327419672777,0.4937213879564122,349.1295311450958
2,hashing-tricks,384,twitter,10000,0.6068,0.2128887032633651,0.559686450167973,0.40151682828648455,24.670313358306885
3,bert,384,twitter,10000,0.7374,0.47502206566622335,0.7418910949479065,0.49157184080960753,355.4581718444824
3,hashing-tricks,384,twitter,10000,0.6048,0.20963398573861325,0.6017734784361145,0.40320488983437075,24.59905695915222
4,bert,384,twitter,10000,0.7276,0.45536349987733693,0.7320480031477473,0.48504112054482523,346.00467443466187
4,hashing-tricks,384,twitter,10000,0.6033,0.20687686342451558,0.6115734847743073,0.4021002153416912,24.661659240722656
5,bert,384,twitter,10000,0.7279,0.45573930404718727,0.737096462400928,0.48507172732332465,349.1806824207306
5,hashing-tricks,384,twitter,10000,0.6121,0.22378655767207833,0.6475826972010179,0.4054477065526461,24.627532243728638
6,bert,384,twitter,10000,0.7348,0.46989314908855406,0.7393867924528302,0.48983665758132783,363.6495497226715
6,hashing-tricks,384,twitter,10000,0.5913,0.18441630488901237,0.6288931263052755,0.39139526793453544,24.576382875442505
7,bert,384,twitter,10000,0.744,0.4881243448341529,0.7485265225933202,0.49596978393399915,387.1577491760254
7,hashing-tricks,384,twitter,10000,0.608,0.21712023830859942,0.668639053254438,0.39629952364775384,24.728100538253784
8,bert,384,twitter,10000,0.7352,0.470514570057331,0.7418316590266264,0.4900434827578323,364.02575850486755
8,hashing-tricks,384,twitter,10000,0.6096,0.21957352771816357,0.6402433404000368,0.4045255579111234,24.63778281211853
9,bert,384,twitter,10000,0.737,0.4741246429771216,0.7434146341463413,0.49124865005958496,386.0832266807556
9,hashing-tricks,384,twitter,10000,0.6058,0.21204407619953558,0.6376172090457805,0.40184579774537016,24.670523643493652
0,bert,384,twitter,20000,0.74155,0.4831836518941045,0.7462569338765893,0.49431986784406107,761.5860390663147
0,hashing-tricks,384,twitter,20000,0.63095,0.2621694114610991,0.6501398303076267,0.4199016518970613,49.53045082092285
1,bert,384,twitter,20000,0.73765,0.475382907862156,0.7417433676231726,0.4917351380543861,722.5364201068878
1,hashing-tricks,384,twitter,20000,0.61775,0.23592488307064652,0.646081199944447,0.4102004188241102,49.433603286743164
2,bert,384,twitter,20000,0.738,0.4760745153020612,0.7447503045066991,0.49189119561061684,714.8178873062134
2,hashing-tricks,384,twitter,20000,0.62685,0.25364082491280326,0.6117989803350327,0.4175345721137311,49.29402995109558
3,bert,384,twitter,20000,0.7352,0.4702078046363269,0.7429736420562107,0.48998526838860323,685.2860600948334
3,hashing-tricks,384,twitter,20000,0.6328,0.26525567309235965,0.645864480347239,0.42154508148894676,49.135424852371216
4,bert,384,twitter,20000,0.7362,0.47214394494553386,0.7441567258267869,0.4906422541560553,730.7049517631531
4,hashing-tricks,384,twitter,20000,0.6285,0.2556038216939116,0.6618423448024758,0.4165794262264794,49.52231025695801
5,bert,384,twitter,20000,0.7346,0.4693763262467882,0.7399314061734444,0.4896713515328603,716.3914313316345
5,hashing-tricks,384,twitter,20000,0.61355,0.22811556834672622,0.6494625606603475,0.40631110424982797,49.516443729400635
6,bert,384,twitter,20000,0.74005,0.47992695869733265,0.7470442271201284,0.49324663239360306,705.2858893871307
6,hashing-tricks,384,twitter,20000,0.62315,0.24588660634930157,0.6379749267496037,0.41502188208302737,49.32287645339966
7,bert,384,twitter,20000,0.7385,0.4770359485488968,0.7444292415949961,0.4922519449630279,739.4212810993195
7,hashing-tricks,384,twitter,20000,0.6172,0.23450638830215373,0.6554455445544554,0.4082937986132265,49.36970496177673
8,bert,384,twitter,20000,0.739,0.47779555696055,0.745922788569203,0.49255088943672787,740.7027478218079
8,hashing-tricks,384,twitter,20000,0.61935,0.2373604235840253,0.6525152926138956,0.4105816096328822,49.369969606399536
9,bert,384,twitter,20000,0.73545,0.4708882404911449,0.7419008587041374,0.4902030875131483,675.7156989574432
9,hashing-tricks,384,twitter,20000,0.614,0.22768985955535082,0.664755700325733,0.40331415218037375,49.36799764633179
0,bert,384,twitter,30000,0.7343333333333333,0.46895533546571183,0.739498545323788,0.48949461848116105,992.4860680103302
0,hashing-tricks,384,twitter,30000,0.6333,0.26675718444765567,0.6346728661574227,0.42220367913032897,74.1160159111023
1,bert,384,twitter,30000,0.7401,0.48014712056510384,0.7465626523647002,0.4932956212997383,988.4379005432129
1,hashing-tricks,384,twitter,30000,0.6314,0.2626298837983914,0.6484613428280773,0.42036029976225125,74.27179479598999
2,bert,384,twitter,30000,0.7383,0.4766232902635831,0.7454109100343776,0.49207279491573946,1038.8452453613281
2,hashing-tricks,384,twitter,30000,0.6326,0.26524289511978305,0.6542431372549019,0.4207786231469784,74.5704517364502
3,bert,384,twitter,30000,0.7398,0.47961333230642633,0.7447761682090186,0.4931428073104098,1096.5786170959473
3,hashing-tricks,384,twitter,30000,0.6290666666666667,0.25812474241785066,0.6665667795391208,0.41622027196394407,74.26837635040283
4,bert,384,twitter,30000,0.7402333333333333,0.48029451249157784,0.7482390953150242,0.4933227475392858,1139.9124612808228
4,hashing-tricks,384,twitter,30000,0.6267666666666667,0.2523810431875775,0.6686201385189131,0.4138218910590963,74.25349879264832
5,bert,384,twitter,30000,0.7366,0.47351141682697234,0.7423110792211605,0.4909891885630741,1049.1626303195953
5,hashing-tricks,384,twitter,30000,0.6284333333333333,0.257726888624935,0.6460463639250557,0.4183490101270875,74.41921520233154
6,bert,384,twitter,30000,0.7379333333333333,0.47546138715283637,0.7474948612538541,0.4917130834213352,1094.539945602417
6,hashing-tricks,384,twitter,30000,0.6283666666666666,0.25702469852755877,0.6255080447415271,0.4189036343395404,73.98185896873474
7,bert,384,twitter,30000,0.7376333333333334,0.4751239517027435,0.7447953823205137,0.49162669483040705,1106.0302302837372
7,hashing-tricks,384,twitter,30000,0.6302,0.259884333455193,0.6520061486338112,0.41917024526325813,74.33443069458008
8,bert,384,twitter,30000,0.7383333333333333,0.4764165683141313,0.7462580415737238,0.49206101328450025,1084.41059756279
8,hashing-tricks,384,twitter,30000,0.6258333333333334,0.2502757348926376,0.6604549854791868,0.4146115710174037,74.51369380950928
9,bert,384,twitter,30000,0.7393666666666666,0.47837819350175664,0.7474238459799076,0.4927425032131451,1120.7530953884125
9,hashing-tricks,384,twitter,30000,0.6352333333333333,0.26890985895064484,0.6628670014479806,0.4218513340580657,74.41743779182434
0,bert,384,twitter,50000,0.7396,0.4791593535959547,0.7460945880058508,0.4929583826314005,1822.2695446014404
0,hashing-tricks,384,twitter,50000,0.6331,0.2663621926464498,0.6141029956243689,0.4214759955234563,124.45275664329529
1,bert,384,twitter,50000,0.74264,0.4853022563539516,0.7486620571116059,0.4949998090824879,1695.3673417568207
1,hashing-tricks,384,twitter,50000,0.64032,0.2806772091293262,0.651742835011619,0.42662607965650573,124.74442601203918
2,bert,384,twitter,50000,0.73936,0.47872632367522233,0.7456522163449338,0.4928056158134564,1806.9050583839417
2,hashing-tricks,384,twitter,50000,0.63348,0.26695057708949826,0.6676460453053304,0.41971629206966354,124.08436918258667
3,bert,384,twitter,50000,0.73702,0.47415949830569104,0.7430882554072801,0.49125378926128754,1804.499588727951
3,hashing-tricks,384,twitter,50000,0.63614,0.2727123050423543,0.6596449217069201,0.42293525061781395,123.8951804637909
4,bert,384,twitter,50000,0.73744,0.47504635906869985,0.741696836140406,0.4915840834923197,1755.022403717041
4,hashing-tricks,384,twitter,50000,0.6359,0.27194734387898795,0.6390403489640131,0.4239192145915876,125.06700396537781
5,bert,384,twitter,50000,0.739,0.47790835453859565,0.7455789740490163,0.4925556136722616,1874.5141797065735
5,hashing-tricks,384,twitter,50000,0.63866,0.2771255635472812,0.6516121567417464,0.4254447795250116,125.1561348438263
6,bert,384,twitter,50000,0.73922,0.4784888576670673,0.7446233399929487,0.4927407591919833,1810.4307565689087
6,hashing-tricks,384,twitter,50000,0.63252,0.2652334129026283,0.6570729977415681,0.42042309466171984,124.15677332878113
7,bert,384,twitter,50000,0.73674,0.47344691519533294,0.7426683350277625,0.49107210930135325,1935.39164686203
7,hashing-tricks,384,twitter,50000,0.63488,0.2696938477002348,0.6456509501717879,0.42303294257819823,124.21666288375854
8,bert,384,twitter,50000,0.74188,0.4836749550691993,0.7477472194530776,0.49449886840082113,1909.6562540531158
8,hashing-tricks,384,twitter,50000,0.62714,0.2536864419009728,0.6594570896204012,0.41584027152300934,123.6421709060669
9,bert,384,twitter,50000,0.74098,0.48183911223582726,0.747735639572255,0.4938677642251399,1950.1045303344727
9,hashing-tricks,384,twitter,50000,0.63728,0.27425849504621597,0.6526202880784554,0.4243851784335786,124.25955629348755
0,bert,384,twitter,100000,0.74274,0.4855509296655722,0.7475639553710736,0.4950999861023642,3569.516933441162
0,hashing-tricks,384,twitter,100000,0.63798,0.27651477064432567,0.6769239007237775,0.421764767138365,248.07410550117493
1,bert,384,twitter,100000,0.73906,0.47819249680364917,0.7450585740945197,0.49261297067871596,3728.7350561618805
1,hashing-tricks,384,twitter,100000,0.64277,0.2857798022882624,0.6634254809957224,0.42761566353686487,249.59282422065735
2,bert,384,twitter,100000,0.74063,0.4812412387781451,0.7463894945781306,0.4936666138879733,3660.963807582855
2,hashing-tricks,384,twitter,100000,0.63708,0.2740395968536807,0.665530016773266,0.4229589069642356,248.3459930419922
3,bert,384,twitter,100000,0.739,0.4779530933545722,0.7456636133307348,0.4925496496593504,3660.715616941452
3,hashing-tricks,384,twitter,100000,0.63674,0.2733638944498745,0.6520031421838178,0.42402872842821715,247.3940978050232
4,bert,384,twitter,100000,0.74029,0.48058471078502407,0.7461960186461051,0.49343536712398767,3720.348497390747
4,hashing-tricks,384,twitter,100000,0.63962,0.279245244355753,0.6625971350997099,0.4252961344608157,248.13229274749756
5,bert,384,twitter,100000,0.74148,0.4829992306387802,0.7476203028439211,0.49422060383479005,3600.4802050590515
5,hashing-tricks,384,twitter,100000,0.63399,0.2682132459047093,0.6721252732289389,0.4193169800066936,247.24649119377136
6,bert,384,twitter,100000,0.74026,0.480604649392177,0.7454900000979904,0.4934361584024107,3747.7834103107452
6,hashing-tricks,384,twitter,100000,0.63849,0.27728956463154897,0.6586660120104242,0.4248176188869386,249.05160117149353
7,bert,384,twitter,100000,0.73668,0.4735066605111414,0.7423634620276696,0.49103702051636927,3643.132993221283
7,hashing-tricks,384,twitter,100000,0.64309,0.28644088163773984,0.6535157122193206,0.42851321073702414,247.91719770431519
8,bert,384,twitter,100000,0.74121,0.4822456567871118,0.7480700524712091,0.49401449629298533,3680.039606332779
8,hashing-tricks,384,twitter,100000,0.63893,0.27716993206032364,0.6623020734935139,0.4247969530810334,248.1673583984375
9,bert,384,twitter,100000,0.73918,0.4784102760334931,0.7441308336031236,0.4927241729881005,3681.98348069191
9,hashing-tricks,384,twitter,100000,0.64306,0.28616138522199486,0.6466914130165801,0.42868374829720596,247.4374635219574
0,bert,384,twitter,200000,0.739945,0.47982148549323833,0.7471991212166872,0.4931550521424099,5233.946515798569
0,hashing-tricks,384,twitter,200000,0.64574,0.2913844955304772,0.6558276903945361,0.4302913583880182,498.61694145202637
1,bert,384,twitter,200000,0.739715,0.4794469655001133,0.7461315256882299,0.49303366461439574,4417.135822534561
1,hashing-tricks,384,twitter,200000,0.642365,0.284786307987237,0.6651342000664797,0.4271370080336048,499.6545219421387
2,bert,384,twitter,200000,0.739115,0.47815556828501543,0.7453948363611521,0.49263871228135514,4469.53170466423
2,hashing-tricks,384,twitter,200000,0.636975,0.273368246992434,0.6780194682808931,0.4206534125156424,502.05844497680664
3,bert,384,twitter,200000,0.739875,0.47971336073849047,0.7461340646363899,0.49314577432910794,4478.720844268799
3,hashing-tricks,384,twitter,200000,0.64181,0.2834422954806734,0.6686034139797381,0.4263032437545786,498.88464975357056
4,bert,384,twitter,200000,0.73844,0.4768340866455444,0.7443092669622215,0.4922027348638119,4461.6671187877655
4,hashing-tricks,384,twitter,200000,0.633615,0.2668724236227703,0.6720756844809224,0.4190047895563633,500.4574167728424
5,bert,384,twitter,200000,0.73942,0.4788596800824711,0.7449756059367859,0.4928655111768337,4438.553750276566
5,hashing-tricks,384,twitter,200000,0.63881,0.2777240169144693,0.6697148291581128,0.42374796263112824,498.2344720363617
6,bert,384,twitter,200000,0.74015,0.48028530465121716,0.7464444455286614,0.4933278502428912,4426.145359516144
6,hashing-tricks,384,twitter,200000,0.64099,0.28190093226594887,0.6691121915251503,0.4255867039297294,499.9896113872528
7,bert,384,twitter,200000,0.740695,0.4813339402123276,0.7470342620775775,0.49368938018809233,4397.11799120903
7,hashing-tricks,384,twitter,200000,0.642005,0.2838377145935974,0.6600252613984937,0.4273322114352372,497.728066444397
8,bert,384,twitter,200000,0.74065,0.481368930762713,0.745864853212088,0.49369508396501854,4394.791245937347
8,hashing-tricks,384,twitter,200000,0.64315,0.2865702915845471,0.6642296618302942,0.4278264156791769,498.3589651584625
9,bert,384,twitter,200000,0.74051,0.4810392430648672,0.7467747916544684,0.49356863912001775,4388.665276050568
9,hashing-tricks,384,twitter,200000,0.641735,0.2835428550941513,0.6667968731835028,0.4264655422127928,497.489737033844
0,bert,384,yelp,10000,0.4673,0.29350723868610595,0.0,0.34353831585321193,366.58413219451904
0,hashing-tricks,384,yelp,10000,0.471,0.15249984988513413,0.0,0.23710829317959947,51.058046102523804
1,bert,384,yelp,10000,0.4564,0.2837335601633372,0.0,0.3380736929738326,371.9410526752472
1,hashing-tricks,384,yelp,10000,0.4614,0.15349680474119745,0.0,0.23631189978149889,51.123677253723145
2,bert,384,yelp,10000,0.4589,0.28514695356014186,0.0,0.338441786918823,367.5523419380188
