execution,method,dimension,dataset,dataset_size,accuracy,kappa,f1,macro-f1,time
3,hashing-tricks,100,twitter,10000,0.5933,0.18606926832710552,0.6176553539531823,0.39444881520008873,7.5804266929626465
3,glove,100,twitter,10000,0.6023,0.2056324395183578,0.5611828312920667,0.39920432342751894,9.970914602279663
4,hashing-tricks,100,twitter,10000,0.5983,0.19738500562140204,0.6162224132989396,0.3983015821641311,7.6411755084991455
4,glove,100,twitter,10000,0.602,0.2028148248000303,0.5594421075935355,0.39885340354957033,9.96715259552002
5,hashing-tricks,100,twitter,10000,0.5956,0.19182651225117264,0.6061373599610326,0.3968954544846481,7.632817983627319
5,glove,100,twitter,10000,0.6088,0.21621032523084088,0.5684651881275516,0.40358251942705753,9.98781156539917
6,hashing-tricks,100,twitter,10000,0.6067,0.21216625235118203,0.6260935717002662,0.40378380050032076,7.621289968490601
6,glove,100,twitter,10000,0.6076,0.21782653848377154,0.577490576198169,0.4037469365125749,9.931809663772583
7,hashing-tricks,100,twitter,10000,0.5878,0.1764585255163197,0.6117912977961952,0.39083303715403855,7.625386953353882
7,glove,100,twitter,10000,0.6125,0.2242168313756104,0.5784836288480366,0.4066596981100587,9.946723937988281
8,hashing-tricks,100,twitter,10000,0.5983,0.19671350438183105,0.5981588953372023,0.39888654832079656,7.637258291244507
8,glove,100,twitter,10000,0.6153,0.2295676977582261,0.5696060877350044,0.4072901307244073,10.013454914093018
9,hashing-tricks,100,twitter,10000,0.5934,0.18662078002267024,0.6105363984674329,0.39509423694773477,7.619167327880859
9,glove,100,twitter,10000,0.606,0.21265467763554607,0.5649293286219081,0.4016577307596802,9.948092222213745
0,hashing-tricks,100,twitter,20000,0.60705,0.2140149171147776,0.6141608563291762,0.40462181178476225,15.306650400161743
0,glove,100,twitter,20000,0.60745,0.21567079952177,0.568301803783546,0.40280393994251745,19.949140787124634
1,hashing-tricks,100,twitter,20000,0.61015,0.22029655371076734,0.61900806254581,0.40663635189532527,15.322781085968018
1,glove,100,twitter,20000,0.6082,0.21661641754848798,0.5676928169480305,0.4031628794267556,19.974050521850586
2,hashing-tricks,100,twitter,20000,0.6077,0.21557762852390897,0.6196063221177155,0.4048870985114421,15.243452787399292
2,glove,100,twitter,20000,0.6055,0.21058921036034134,0.5582306830907054,0.40063039723181,19.972031831741333
3,hashing-tricks,100,twitter,20000,0.60115,0.20234326091324434,0.6094407991381844,0.40065761735247546,15.266649961471558
3,glove,100,twitter,20000,0.62,0.2400262532930799,0.5881970411315233,0.41182111835483465,20.003915786743164
4,hashing-tricks,100,twitter,20000,0.5888,0.17821573829376863,0.6082980040966037,0.3918641808877907,15.264571189880371
4,glove,100,twitter,20000,0.61265,0.22442686752318905,0.5732701630674305,0.4062225668289186,20.059099435806274
5,hashing-tricks,100,twitter,20000,0.60445,0.20886653901026747,0.6239421888371208,0.40226845261087957,15.267557382583618
5,glove,100,twitter,20000,0.60795,0.2160672167823243,0.5690887105639222,0.4031640959083746,19.96545100212097
6,hashing-tricks,100,twitter,20000,0.60135,0.20194316279844016,0.6256631766749613,0.3997843387490512,15.29079270362854
6,glove,100,twitter,20000,0.609,0.21917329363378707,0.5729109776078646,0.40413521744258957,20.17442035675049
7,hashing-tricks,100,twitter,20000,0.6091,0.2184292112652122,0.6115390349351488,0.40606677833184107,15.246212244033813
7,glove,100,twitter,20000,0.61165,0.22170253667354792,0.5663874930206587,0.4049215044189918,19.963969707489014
8,hashing-tricks,100,twitter,20000,0.60755,0.21507021191454218,0.6242519986595816,0.4045256531377046,15.190516948699951
8,glove,100,twitter,20000,0.60985,0.2198847702921563,0.5698693567058045,0.404309701998894,19.98859739303589
9,hashing-tricks,100,twitter,20000,0.60085,0.20149630170656538,0.6177273380261458,0.40005712132433224,15.274847269058228
9,glove,100,twitter,20000,0.60845,0.21750941931405,0.565210149353173,0.4030356067548597,20.054832220077515
0,hashing-tricks,100,yelp,10000,0.4285,0.10690010386212653,0.0,0.2100294710506179,15.684965372085571
0,glove,100,yelp,10000,0.4121,0.2226114263346773,0.0,0.28125537261879924,20.727031469345093
1,hashing-tricks,100,yelp,10000,0.4336,0.11037194635838127,0.0,0.2126865844563902,15.56299614906311
1,glove,100,yelp,10000,0.4019,0.21439193002794743,0.0,0.2826554431918317,20.656288146972656
2,hashing-tricks,100,yelp,10000,0.4323,0.11096182967782621,0.0,0.2140937520227154,16.070117712020874
2,glove,100,yelp,10000,0.3901,0.208249800809722,0.0,0.2810021790063275,20.732662200927734
3,hashing-tricks,100,yelp,10000,0.4351,0.10996076327647372,0.0,0.20974771191811484,15.95889163017273
3,glove,100,yelp,10000,0.3878,0.20659063207743963,0.0,0.2838388154731184,20.784786701202393
4,hashing-tricks,100,yelp,10000,0.4453,0.11683035237704695,0.0,0.21419101107264862,15.856597185134888
4,glove,100,yelp,10000,0.4059,0.21999911247163778,0.0,0.2896669227743694,21.053553342819214
5,hashing-tricks,100,yelp,10000,0.4384,0.11653388429988697,0.0,0.21456175050611825,15.718245506286621
5,glove,100,yelp,10000,0.3774,0.19544207208117959,0.0,0.2726093308454647,20.81747603416443
6,hashing-tricks,100,yelp,10000,0.4437,0.10633576297126396,0.0,0.20154589880912555,16.22635841369629
6,glove,100,yelp,10000,0.3842,0.2003056655629465,0.0,0.2760007886040058,20.865478992462158
7,hashing-tricks,100,yelp,10000,0.4364,0.11262839689266274,0.0,0.2101768191777251,15.772598028182983
7,glove,100,yelp,10000,0.386,0.2029860452332419,0.0,0.27148839616788784,20.826860427856445
8,hashing-tricks,100,yelp,10000,0.4317,0.10655728001512016,0.0,0.2089252929191492,15.777198791503906
8,glove,100,yelp,10000,0.381,0.201506039587731,0.0,0.2756757517159539,20.886028289794922
9,hashing-tricks,100,yelp,10000,0.4414,0.10931515711211844,0.0,0.20626177892721184,15.738301277160645
9,glove,100,yelp,10000,0.3903,0.20554530161289544,0.0,0.28033065570283894,20.85442614555359
0,hashing-tricks,100,yelp,20000,0.44685,0.12502348983309408,0.0,0.22286410646615654,31.391499519348145
0,glove,100,yelp,20000,0.4012,0.21820722009720545,0.0,0.28512939624027434,41.41125798225403
1,hashing-tricks,100,yelp,20000,0.4374,0.11805893393249518,0.0,0.22055946915596383,31.491886138916016
1,glove,100,yelp,20000,0.39135,0.21103898847900446,0.0,0.28264178374211396,41.62899398803711
2,hashing-tricks,100,yelp,20000,0.45355,0.12921991262679125,0.0,0.22123893475675482,31.92318105697632
2,glove,100,yelp,20000,0.3914,0.2106600963566001,0.0,0.28634972886461213,41.34581398963928
3,hashing-tricks,100,yelp,20000,0.446,0.11886413825791461,0.0,0.2143759511294603,31.95754861831665
3,glove,100,yelp,20000,0.4054,0.22580923125034316,0.0,0.2932023157299985,41.651761293411255
4,hashing-tricks,100,yelp,20000,0.44345,0.1208248733658255,0.0,0.21667309790915934,31.376421451568604
4,glove,100,yelp,20000,0.3857,0.20795851995090822,0.0,0.2845512702339962,41.542397260665894
5,hashing-tricks,100,yelp,20000,0.42895,0.11154608177527917,0.0,0.2089467534361276,31.3080050945282
5,glove,100,yelp,20000,0.3905,0.2108738910706633,0.0,0.28300684828972894,41.543307304382324
6,hashing-tricks,100,yelp,20000,0.4467,0.11927620612809538,0.0,0.21276002270165928,31.423335790634155
6,glove,100,yelp,20000,0.39645,0.21225135202721157,0.0,0.28252133642024085,41.554362058639526
7,hashing-tricks,100,yelp,20000,0.4503,0.11814401287403851,0.0,0.21142760659090967,31.48270297050476
7,glove,100,yelp,20000,0.394,0.209840943394107,0.0,0.2780633369885186,41.594656467437744
8,hashing-tricks,100,yelp,20000,0.4364,0.11480744097325633,0.0,0.20949718115830732,31.460376739501953
8,glove,100,yelp,20000,0.38605,0.20249919696235005,0.0,0.2766205495137113,41.52004051208496
9,hashing-tricks,100,yelp,20000,0.4323,0.12047523618588281,0.0,0.22143921257396562,31.588261127471924
9,glove,100,yelp,20000,0.3995,0.2147559504973521,0.0,0.2809085336852907,41.51659107208252
0,hashing-tricks,300,amazon,10000,0.6251,0.25172413318208675,0.6527057079318015,0.4151718421826906,20.615618467330933
0,glove,300,amazon,10000,0.6798,0.35848012441398436,0.6495127559399977,0.45161070022835803,27.951293468475342
1,hashing-tricks,300,amazon,10000,0.6232,0.24400546290319944,0.6689515774672642,0.41060953587655913,20.515363454818726
1,glove,300,amazon,10000,0.685,0.3711055210266977,0.6647503460023422,0.45591621628326234,28.0125994682312
2,hashing-tricks,300,amazon,10000,0.5961,0.19194452518108107,0.6429076759816059,0.39272468116274056,20.583138465881348
2,glove,300,amazon,10000,0.6807,0.3616218491749746,0.6543209876543209,0.4525705351323352,28.001171350479126
3,hashing-tricks,300,amazon,10000,0.5834,0.1688526347790443,0.6335327234342013,0.3836566228695242,20.696816205978394
3,glove,300,amazon,10000,0.6627,0.3244228181410719,0.6267566670355207,0.43971618877465724,28.0523943901062
4,hashing-tricks,300,amazon,10000,0.603,0.20510004606815643,0.6489785088882993,0.39741222577301344,20.78458857536316
4,glove,300,amazon,10000,0.6701,0.34085661227711406,0.6371837183718372,0.44492428831601954,28.034785509109497
5,hashing-tricks,300,amazon,10000,0.6079,0.21813109522744517,0.6412884333821376,0.40301059711201886,20.83955407142639
5,glove,300,amazon,10000,0.6766,0.3517254606638074,0.6448423596616499,0.4493453974202563,28.153461933135986
6,hashing-tricks,300,amazon,10000,0.602,0.20580604470597597,0.6372584761210354,0.3988232437481846,20.613855838775635
6,glove,300,amazon,10000,0.6912,0.38168779089882476,0.6699444206926036,0.45996487423443827,28.106739044189453
7,hashing-tricks,300,amazon,10000,0.5986,0.1957439748921447,0.651683443248872,0.3927243729216987,20.64100217819214
7,glove,300,amazon,10000,0.681,0.3627615254666065,0.652353966870096,0.4525678950209446,28.06047487258911
8,hashing-tricks,300,amazon,10000,0.6169,0.23287791925894932,0.6577301161751564,0.4076113290720458,20.653206825256348
8,glove,300,amazon,10000,0.6745,0.3497434253366811,0.6422603342128409,0.4479062161460945,28.163838624954224
9,hashing-tricks,300,amazon,10000,0.6227,0.24528297357788306,0.6479425212279556,0.4138548618127517,20.593640089035034
9,glove,300,amazon,10000,0.659,0.3183563769190193,0.6139913968757075,0.4362207477568973,28.12069082260132
0,hashing-tricks,300,amazon,20000,0.61975,0.23673796076074385,0.6664327074925426,0.40811955021399776,41.57352542877197
0,glove,300,amazon,20000,0.67045,0.3425636754909863,0.6406761177753544,0.4454561465579574,56.24586892127991
1,hashing-tricks,300,amazon,20000,0.6139,0.23094496979524423,0.6550198829364192,0.40557271535879663,41.493154525756836
1,glove,300,amazon,20000,0.6825,0.36313267634802276,0.646590592819371,0.4527998717464225,56.11602544784546
2,hashing-tricks,300,amazon,20000,0.59085,0.18262780734959946,0.6466295288681608,0.38694008085337384,41.28017783164978
2,glove,300,amazon,20000,0.6923,0.38435667929035594,0.6701329331046312,0.4606138966913765,56.349857807159424
3,hashing-tricks,300,amazon,20000,0.6066,0.2128496472494944,0.6544272663387211,0.3992888055690809,42.00339722633362
3,glove,300,amazon,20000,0.668,0.33624555595657396,0.6359649122807017,0.44361659583491564,56.33867049217224
4,hashing-tricks,300,amazon,20000,0.6063,0.2128645168791027,0.6554048140043763,0.398770329763855,41.358487129211426
4,glove,300,amazon,20000,0.67505,0.35000532827606357,0.6396051683025564,0.4479281181057688,56.19064140319824
5,hashing-tricks,300,amazon,20000,0.60655,0.21235412692580435,0.6538207733931636,0.3993934274371313,41.41305947303772
5,glove,300,amazon,20000,0.68345,0.3673116871217482,0.6561668386466084,0.4543070721613652,56.151512145996094
6,hashing-tricks,300,amazon,20000,0.606,0.2098678322961119,0.6563453990405582,0.3982494505872886,41.460747718811035
6,glove,300,amazon,20000,0.67745,0.3559414651928319,0.6509388020128782,0.4503965849012163,56.34096360206604
7,hashing-tricks,300,amazon,20000,0.625,0.24904070582363672,0.6661919173936265,0.41281179061524664,41.77492117881775
7,glove,300,amazon,20000,0.67665,0.3539532340362349,0.6467471459004752,0.44955496786638866,56.28923988342285
8,hashing-tricks,300,amazon,20000,0.6183,0.23558191359371,0.6645869947275923,0.40727063058779445,41.90441060066223
8,glove,300,amazon,20000,0.67785,0.3562409153520799,0.651748554132209,0.450697590733002,56.24294400215149
9,hashing-tricks,300,amazon,20000,0.60175,0.20331018865244646,0.6521055390529443,0.3955022204668404,41.45417881011963
9,glove,300,amazon,20000,0.68125,0.36262565835145616,0.6561657136692199,0.45303841667917205,56.79323863983154
0,hashing-tricks,300,twitter,10000,0.6023,0.2075944372292655,0.633210332103321,0.3996642075821348,19.772910356521606
0,glove,300,twitter,10000,0.6331,0.26483980661019013,0.6099532113994044,0.4212192630101208,26.489635944366455
1,hashing-tricks,300,twitter,10000,0.6098,0.21966415921282959,0.5915846765752564,0.40603484751327756,19.943166494369507
1,glove,300,twitter,10000,0.6525,0.3050677836883789,0.6502968702827815,0.4350124928372539,26.4578058719635
2,hashing-tricks,300,twitter,10000,0.6147,0.2295884426669237,0.5902371583537169,0.408901249840065,19.733582973480225
2,glove,300,twitter,10000,0.6456,0.29135955748203723,0.6263180092787853,0.4297902636730521,26.48296594619751
3,hashing-tricks,300,twitter,10000,0.6187,0.23811614035271408,0.6338136407300673,0.41205683599126136,19.891295671463013
3,glove,300,twitter,10000,0.6482,0.29589453677005645,0.630139867493953,0.4315909504293476,26.52951741218567
4,hashing-tricks,300,twitter,10000,0.6207,0.2412807748609619,0.6319161327897495,0.4135880767131484,21.9905047416687
4,glove,300,twitter,10000,0.6521,0.30448742752570074,0.6407766990291262,0.43452208988024604,26.467015504837036
5,hashing-tricks,300,twitter,10000,0.6126,0.22494449520228846,0.5908946868068025,0.40768777191572486,19.76338028907776
5,glove,300,twitter,10000,0.631,0.2618198988189138,0.6144842721287491,0.4202323732279596,26.56035089492798
6,hashing-tricks,300,twitter,10000,0.6223,0.24455171174541462,0.6085424009952313,0.41457353673665054,20.142505884170532
6,glove,300,twitter,10000,0.643,0.285905339611819,0.6244343891402715,0.4281016053231799,26.244022130966187
7,hashing-tricks,300,twitter,10000,0.6032,0.20817476540780547,0.6386079985424068,0.39959807000848274,19.70519256591797
7,glove,300,twitter,10000,0.6314,0.26182898031386403,0.6023524333657063,0.41963120620203626,26.21256113052368
8,hashing-tricks,300,twitter,10000,0.6153,0.23040680132340416,0.6359333585762968,0.40939873655422576,19.673954010009766
8,glove,300,twitter,10000,0.6486,0.297385602619212,0.6400245926836766,0.43228684339455886,26.254592180252075
9,hashing-tricks,300,twitter,10000,0.6117,0.22276523236527268,0.5977416347249559,0.4075080531240542,20.12366509437561
9,glove,300,twitter,10000,0.6456,0.29088593337989394,0.6368108218897315,0.43028283784046933,26.243510246276855
0,hashing-tricks,300,twitter,20000,0.63235,0.26467407976131146,0.6359720778256349,0.4215529821708346,41.18589782714844
0,glove,300,twitter,20000,0.63855,0.2774275493176187,0.6275822986966153,0.4255013335529744,52.40947866439819
1,hashing-tricks,300,twitter,20000,0.6206,0.24121212543023565,0.6361369521434737,0.4132818307440899,39.4304883480072
1,glove,300,twitter,20000,0.62815,0.25637895768227326,0.6001397924619604,0.41755438564931396,52.364012002944946
2,hashing-tricks,300,twitter,20000,0.62005,0.2410897820898516,0.6497349619728049,0.41154481249909347,39.440250635147095
2,glove,300,twitter,20000,0.65375,0.3071915443553356,0.6399043211481463,0.4355022621598084,52.37883543968201
3,hashing-tricks,300,twitter,20000,0.62545,0.2508172752435323,0.618565100056011,0.4168956358405433,39.34752178192139
3,glove,300,twitter,20000,0.65025,0.30029684818690255,0.6374332659513814,0.43321892534835804,52.26573133468628
4,hashing-tricks,300,twitter,20000,0.62065,0.24145384074655826,0.6231869660242401,0.41376580013764164,39.8717303276062
4,glove,300,twitter,20000,0.6407,0.28086415030431644,0.6188531112407831,0.42635246195889415,52.462706089019775
5,hashing-tricks,300,twitter,20000,0.61865,0.23722467593674895,0.6452063078569102,0.41101155024625363,39.34244966506958
5,glove,300,twitter,20000,0.6465,0.293082815348182,0.6343985934429621,0.43075213105408006,52.29838013648987
6,hashing-tricks,300,twitter,20000,0.6234,0.24749201011004265,0.6379152843886725,0.4152078725740019,39.303460121154785
6,glove,300,twitter,20000,0.6446,0.2886880723622387,0.628081008948663,0.4292741706867333,52.146185636520386
7,hashing-tricks,300,twitter,20000,0.62195,0.2441218162324174,0.6268509378084896,0.41460071704749946,39.544007301330566
7,glove,300,twitter,20000,0.65175,0.3034735563735677,0.6483893769564778,0.4344892898344666,52.27739644050598
8,hashing-tricks,300,twitter,20000,0.62405,0.24820751008502037,0.623799039231385,0.41604359680599834,39.4007625579834
8,glove,300,twitter,20000,0.64225,0.2849102934454813,0.6331282051282051,0.4280289294912447,52.18053460121155
9,hashing-tricks,300,twitter,20000,0.6254,0.2510575238704171,0.6297687289978257,0.41690902850754824,39.381277561187744
9,glove,300,twitter,20000,0.64965,0.29896753535364146,0.6374501992031872,0.4328458868344989,52.25520086288452
0,hashing-tricks,300,yelp,10000,0.4594,0.1345006623567489,0.0,0.2194062333160173,40.60175108909607
0,glove,300,yelp,10000,0.3808,0.1968475852655827,0.0,0.2761770350504727,53.195080280303955
1,hashing-tricks,300,yelp,10000,0.4558,0.1366873742717703,0.0,0.2271062614959584,40.60844302177429
1,glove,300,yelp,10000,0.3868,0.20650391421836284,0.0,0.2775357209144998,53.19426774978638
2,hashing-tricks,300,yelp,10000,0.455,0.14339440857851682,0.0,0.23319850054673433,40.53132915496826
2,glove,300,yelp,10000,0.3995,0.2196508675097773,0.0,0.2879976280897129,53.0835919380188
3,hashing-tricks,300,yelp,10000,0.4547,0.13850612823420802,0.0,0.22372848143859148,40.94815969467163
3,glove,300,yelp,10000,0.3916,0.2115194877416811,0.0,0.28505937640576207,53.18141269683838
4,hashing-tricks,300,yelp,10000,0.464,0.14180056485854245,0.0,0.22415254983361554,40.51030611991882
4,glove,300,yelp,10000,0.393,0.2051255807297508,0.0,0.2776400959286654,53.14004468917847
5,hashing-tricks,300,yelp,10000,0.455,0.1368864240406366,0.0,0.22662516541050973,40.620258808135986
5,glove,300,yelp,10000,0.3894,0.21095267978806964,0.0,0.28320785512592317,53.137667417526245
6,hashing-tricks,300,yelp,10000,0.4557,0.14887725526221923,0.0,0.23829198714688982,40.5777690410614
6,glove,300,yelp,10000,0.3965,0.21381835074331623,0.0,0.28907141098733363,53.12889575958252
7,hashing-tricks,300,yelp,10000,0.4493,0.13651123853280409,0.0,0.22512768056778087,40.67187857627869
7,glove,300,yelp,10000,0.397,0.21326510702236565,0.0,0.28315296626774816,53.1658833026886
8,hashing-tricks,300,yelp,10000,0.4512,0.12855621868348158,0.0,0.21802121129721766,40.67159962654114
8,glove,300,yelp,10000,0.3941,0.21271160340955775,0.0,0.28482505611571096,53.376468658447266
9,hashing-tricks,300,yelp,10000,0.4403,0.13157012122083275,0.0,0.22023322067210782,40.64262819290161
9,glove,300,yelp,10000,0.4092,0.22901907475711883,0.0,0.2932906809400591,53.2606041431427
0,hashing-tricks,300,yelp,20000,0.4517,0.13417603207948076,0.0,0.22597955775231549,81.3454315662384
0,glove,300,yelp,20000,0.3914,0.212064305327438,0.0,0.28438810575402235,106.38350176811218
1,hashing-tricks,300,yelp,20000,0.4528,0.1349422985013128,0.0,0.22613495845392148,81.93423533439636
1,glove,300,yelp,20000,0.399,0.21953796199331038,0.0,0.2886435539603326,106.26939153671265
2,hashing-tricks,300,yelp,20000,0.4507,0.13819256388206458,0.0,0.2314201622554816,81.5252251625061
2,glove,300,yelp,20000,0.39815,0.21919447913348816,0.0,0.29316610097482315,106.21443915367126
3,hashing-tricks,300,yelp,20000,0.4633,0.1474643921931613,0.0,0.23115610468217307,81.8430712223053
3,glove,300,yelp,20000,0.4003,0.21770987697209435,0.0,0.2846568253725679,106.19092917442322
4,hashing-tricks,300,yelp,20000,0.45805,0.14054961832085278,0.0,0.23364737552204443,81.3536307811737
4,glove,300,yelp,20000,0.3952,0.21821663561513321,0.0,0.2892969924354433,106.16800498962402
5,hashing-tricks,300,yelp,20000,0.45875,0.14477652392360077,0.0,0.23280994638840466,82.07417869567871
5,glove,300,yelp,20000,0.3961,0.21705457389240473,0.0,0.290729201972028,106.70321893692017
6,hashing-tricks,300,yelp,20000,0.45735,0.14319532982166053,0.0,0.23242616806407743,82.20018291473389
6,glove,300,yelp,20000,0.39545,0.2194173986083822,0.0,0.28879469813556086,106.61112761497498
7,hashing-tricks,300,yelp,20000,0.4557,0.13932064434270564,0.0,0.23043364990775517,81.91382837295532
7,glove,300,yelp,20000,0.39975,0.22214626620359068,0.0,0.29122318540424824,106.63036918640137
8,hashing-tricks,300,yelp,20000,0.4483,0.13235263467739533,0.0,0.22136893369534852,81.86458587646484
8,glove,300,yelp,20000,0.39755,0.2200473175393703,0.0,0.28789722999994866,106.18256664276123
9,hashing-tricks,300,yelp,20000,0.4553,0.1381836624201643,0.0,0.223590408938958,82.68734979629517
9,glove,300,yelp,20000,0.3884,0.2067201079545499,0.0,0.27608109766966543,106.32611274719238
