execution,method,dimension,dataset,dataset_size,accuracy,kappa,f1,macro-f1,time
2,bert,384,yelp,50000,0.46132,0.29259828466193816,0.0,0.3456957908661373,1983.629742383957
2,hashing-tricks,384,yelp,50000,0.46088,0.15154174521630834,0.0,0.24285853788587097,257.6272032260895
3,bert,384,yelp,50000,0.46128,0.2907928120467631,0.0,0.3434514149367765,2003.7827179431915
3,hashing-tricks,384,yelp,50000,0.4665,0.15391950426131884,0.0,0.24212357368042556,256.75733637809753
4,bert,384,yelp,50000,0.46302,0.2922949221034353,0.0,0.3447322101402462,1987.1627237796783
4,hashing-tricks,384,yelp,50000,0.46238,0.15053011651418166,0.0,0.23686392726661445,256.92715311050415
5,bert,384,yelp,50000,0.46086,0.2903730728538446,0.0,0.3440574067500104,2010.8708536624908
5,hashing-tricks,384,yelp,50000,0.4654,0.1592979186901178,0.0,0.24471628085171673,256.22507882118225
6,bert,384,yelp,50000,0.46334,0.2933350556437979,0.0,0.3444476022513467,1975.5647637844086
6,hashing-tricks,384,yelp,50000,0.46502,0.1555989311716545,0.0,0.24263544000471474,257.7978518009186
7,bert,384,yelp,50000,0.4638,0.2946426147056192,0.0,0.34696964747800907,2013.940435409546
7,hashing-tricks,384,yelp,50000,0.46006,0.15293521105433905,0.0,0.2433917873215564,256.1146049499512
8,bert,384,yelp,50000,0.46488,0.29440922650622003,0.0,0.3451606076082334,1984.9016876220703
8,hashing-tricks,384,yelp,50000,0.46672,0.15473462399941787,0.0,0.24249422152458125,257.2822525501251
9,bert,384,yelp,50000,0.45688,0.2857292383112865,0.0,0.3427541597525336,2032.236278295517
9,hashing-tricks,384,yelp,50000,0.4605,0.14658762998995306,0.0,0.23323914366778575,257.5652484893799
0,bert,384,yelp,100000,0.46169,0.29160261076280347,0.0,0.3448152754746158,3981.8150436878204
0,hashing-tricks,384,yelp,100000,0.46908,0.15823307342693946,0.0,0.24594778866258185,514.8752257823944
1,bert,384,yelp,100000,0.4585,0.28796096011470895,0.0,0.342574710995996,4045.3790533542633
1,hashing-tricks,384,yelp,100000,0.46463,0.15441401580010733,0.0,0.2406649741525363,515.3532302379608
2,bert,384,yelp,100000,0.46534,0.29614893335020037,0.0,0.34781125360323406,3983.246997356415
2,hashing-tricks,384,yelp,100000,0.4641,0.15275389232928815,0.0,0.24176175125064917,515.7962937355042
3,bert,384,yelp,100000,0.46135,0.2913457099159789,0.0,0.3443971478321936,4041.094443321228
3,hashing-tricks,384,yelp,100000,0.46239,0.1501004963439661,0.0,0.2379391390068595,517.6819775104523
4,bert,384,yelp,100000,0.45971,0.28843495678211223,0.0,0.34257461879521517,3978.9718520641327
4,hashing-tricks,384,yelp,100000,0.46315,0.15139884738627124,0.0,0.24031702932576748,516.4878787994385
5,bert,384,yelp,100000,0.4628,0.29233620013387973,0.0,0.34515032274473256,4056.83353972435
5,hashing-tricks,384,yelp,100000,0.4651,0.15432092795482694,0.0,0.24091050693605084,516.504967212677
6,bert,384,yelp,100000,0.46084,0.2904515299218219,0.0,0.3446033096214443,3969.6056599617004
6,hashing-tricks,384,yelp,100000,0.46416,0.15422465789617384,0.0,0.2415219955852901,516.9804148674011
7,bert,384,yelp,100000,0.46374,0.29272899935548363,0.0,0.3454041395810763,4037.4639468193054
7,hashing-tricks,384,yelp,100000,0.46569,0.15512844867481834,0.0,0.24374532064504414,517.4431753158569
8,bert,384,yelp,100000,0.4646,0.29421078403292544,0.0,0.3457317239728324,3987.467679977417
8,hashing-tricks,384,yelp,100000,0.4657,0.15161556044241536,0.0,0.24126518325872473,515.0932338237762
9,bert,384,yelp,100000,0.46506,0.2942841466077659,0.0,0.3469826507175266,4042.0451698303223
9,hashing-tricks,384,yelp,100000,0.46709,0.15341847775112286,0.0,0.24027020877723212,516.6652340888977
0,bert,384,yelp,200000,0.46003,0.28941809119810585,0.0,0.34361894468289766,8015.648495197296
0,hashing-tricks,384,yelp,200000,0.46617,0.1543616585726722,0.0,0.24199933689745734,1030.5155658721924
1,bert,384,yelp,200000,0.45919,0.2889305079844004,0.0,0.34362676161699496,8060.013152122498
1,hashing-tricks,384,yelp,200000,0.46579,0.1555105698038987,0.0,0.2431878517079926,1031.91672873497
2,bert,384,yelp,200000,0.462825,0.2931166393391284,0.0,0.3456107984932104,8024.773828744888
2,hashing-tricks,384,yelp,200000,0.46485,0.15517937923347383,0.0,0.24218812843775817,1030.6387424468994
3,bert,384,yelp,200000,0.460945,0.29152544250233137,0.0,0.3452403843126786,8071.32107925415
3,hashing-tricks,384,yelp,200000,0.464365,0.1517971487540449,0.0,0.24037181066279575,1032.4844727516174
4,bert,384,yelp,200000,0.462135,0.2927515166978175,0.0,0.3461876991718466,8001.048551082611
4,hashing-tricks,384,yelp,200000,0.465,0.15679684489152776,0.0,0.24530918773640373,1033.102682352066
5,bert,384,yelp,200000,0.46193,0.29197379175401006,0.0,0.34504342130066207,8047.746517419815
5,hashing-tricks,384,yelp,200000,0.465425,0.15471734553193686,0.0,0.2424207782764606,1032.351247549057
6,bert,384,yelp,200000,0.461055,0.29101481228292736,0.0,0.34434512141986656,8089.037960767746
6,hashing-tricks,384,yelp,200000,0.46582,0.15511036676173096,0.0,0.24290169589504965,1033.7762651443481
7,bert,384,yelp,200000,0.462235,0.2928238105250533,0.0,0.3455595244452317,8141.773225545883
7,hashing-tricks,384,yelp,200000,0.46275,0.152936779682669,0.0,0.24120204228378453,1035.0786445140839
8,bert,384,yelp,200000,0.459855,0.29049059352489814,0.0,0.3448245738647954,8042.290116071701
8,hashing-tricks,384,yelp,200000,0.462675,0.15218196642725687,0.0,0.2413570030182243,1031.1575164794922
9,bert,384,yelp,200000,0.46168,0.29191563839666834,0.0,0.345149824536747,8166.796555280685
9,hashing-tricks,384,yelp,200000,0.466165,0.1566959118537863,0.0,0.24411597924500586,1030.734397649765
0,hashing-tricks,500,yelp,10000,0.4598,0.13952630365508276,0.0,0.2265789393019976,66.00430011749268
1,hashing-tricks,500,yelp,10000,0.4545,0.14529433767604766,0.0,0.23631362470580497,66.32943081855774
2,hashing-tricks,500,yelp,10000,0.4677,0.14671663276910465,0.0,0.23172121363645382,66.0063374042511
3,hashing-tricks,500,yelp,10000,0.4632,0.15012671233912317,0.0,0.23639474149548736,66.26435422897339
4,hashing-tricks,500,yelp,10000,0.4581,0.141202872239783,0.0,0.2296848399487552,66.3867449760437
5,hashing-tricks,500,yelp,10000,0.4614,0.13753614669917666,0.0,0.2272803560820512,65.8045244216919
6,hashing-tricks,500,yelp,10000,0.4664,0.14178893292760447,0.0,0.22739645523365348,66.22129201889038
7,hashing-tricks,500,yelp,10000,0.462,0.14120950106426963,0.0,0.23218500253686547,66.33363509178162
8,hashing-tricks,500,yelp,10000,0.4664,0.14238053401823303,0.0,0.23421441701699933,65.73270654678345
9,hashing-tricks,500,yelp,10000,0.4698,0.14268067099353673,0.0,0.23139570002292575,65.94037532806396
0,hashing-tricks,500,yelp,20000,0.4711,0.14806189719318694,0.0,0.23323223303878957,132.21412992477417
1,hashing-tricks,500,yelp,20000,0.47135,0.1536146027922057,0.0,0.23562066449189234,132.09190154075623
2,hashing-tricks,500,yelp,20000,0.4634,0.148370242751698,0.0,0.23724947379056202,132.50465035438538
3,hashing-tricks,500,yelp,20000,0.46495,0.14809436487310196,0.0,0.2383199243467243,132.46197175979614
4,hashing-tricks,500,yelp,20000,0.46015,0.14586359924242834,0.0,0.23456112739799195,132.63566780090332
5,hashing-tricks,500,yelp,20000,0.4688,0.15341566081818392,0.0,0.24141481080603136,132.7678782939911
6,hashing-tricks,500,yelp,20000,0.46565,0.14764058947476424,0.0,0.2351982042431425,132.3727822303772
7,hashing-tricks,500,yelp,20000,0.46395,0.14646866077095527,0.0,0.2337673605068279,132.52050304412842
8,hashing-tricks,500,yelp,20000,0.4687,0.14701258557402982,0.0,0.23752734296859976,132.1982605457306
9,hashing-tricks,500,yelp,20000,0.46405,0.1405691724375074,0.0,0.2306434662952397,132.5930516719818
0,hashing-tricks,500,yelp,30000,0.46726666666666666,0.15103696250778,0.0,0.2405206070592164,199.1752359867096
1,hashing-tricks,500,yelp,30000,0.4766666666666667,0.16291212612994116,0.0,0.2480695054528718,200.21775150299072
2,hashing-tricks,500,yelp,30000,0.4693,0.15523902968232506,0.0,0.24226974639311138,199.29006123542786
3,hashing-tricks,500,yelp,30000,0.466,0.15226379134959042,0.0,0.23976465042683895,201.3207025527954
4,hashing-tricks,500,yelp,30000,0.46646666666666664,0.14290887798556057,0.0,0.2309862606839076,200.28356552124023
5,hashing-tricks,500,yelp,30000,0.4651,0.15060856018072796,0.0,0.2365315679364415,199.5280680656433
6,hashing-tricks,500,yelp,30000,0.4685,0.14519903176094814,0.0,0.2338171687977675,200.89088940620422
7,hashing-tricks,500,yelp,30000,0.4688,0.151790016960598,0.0,0.2404604294187812,199.23797059059143
8,hashing-tricks,500,yelp,30000,0.4602,0.14127984700124582,0.0,0.23189185088523576,199.5210783481598
9,hashing-tricks,500,yelp,30000,0.469,0.1448143469252092,0.0,0.23402881212493631,200.37036442756653
0,hashing-tricks,500,yelp,50000,0.4697,0.15334868501997378,0.0,0.24102831956667928,333.6919503211975
1,hashing-tricks,500,yelp,50000,0.46412,0.1504607516729103,0.0,0.23849471165577188,332.7844467163086
2,hashing-tricks,500,yelp,50000,0.4645,0.149807245378282,0.0,0.2374500362666444,335.6931598186493
3,hashing-tricks,500,yelp,50000,0.4704,0.15458851791050363,0.0,0.24046229497398466,336.23756098747253
4,hashing-tricks,500,yelp,50000,0.47076,0.15212813563037933,0.0,0.24134830418044206,333.7137680053711
5,hashing-tricks,500,yelp,50000,0.46882,0.15627663386067292,0.0,0.2445338927342603,332.89262795448303
6,hashing-tricks,500,yelp,50000,0.46812,0.15403697911576542,0.0,0.2413879456182564,335.54455280303955
7,hashing-tricks,500,yelp,50000,0.46494,0.14885373176763278,0.0,0.2356160390090416,333.8272383213043
8,hashing-tricks,500,yelp,50000,0.46584,0.15244901744580497,0.0,0.24004945485575915,336.5546541213989
9,hashing-tricks,500,yelp,50000,0.4696,0.15799148714280523,0.0,0.24595616941389628,338.61705803871155
0,hashing-tricks,500,yelp,100000,0.46647,0.15397975105169542,0.0,0.2413795024238722,670.3913950920105
1,hashing-tricks,500,yelp,100000,0.47027,0.15430842952238938,0.0,0.2402747850951195,670.2147777080536
2,hashing-tricks,500,yelp,100000,0.46808,0.1525651164881215,0.0,0.24078166988389824,670.4519727230072
3,hashing-tricks,500,yelp,100000,0.46656,0.14988157012328898,0.0,0.23644239701450173,666.2668538093567
4,hashing-tricks,500,yelp,100000,0.47028,0.15589183463095216,0.0,0.24169314774107534,669.8432765007019
5,hashing-tricks,500,yelp,100000,0.46872,0.15448854584671823,0.0,0.24190624527294843,667.0774765014648
6,hashing-tricks,500,yelp,100000,0.46908,0.1551013984141109,0.0,0.24282059769668782,666.0154731273651
7,hashing-tricks,500,yelp,100000,0.46497,0.14923036903820897,0.0,0.23867739695490311,665.8524413108826
8,hashing-tricks,500,yelp,100000,0.46761,0.15133537458512328,0.0,0.23968886634124761,667.8874666690826
9,hashing-tricks,500,yelp,100000,0.46879,0.15485461775755865,0.0,0.24211837214925422,666.2875711917877
0,hashing-tricks,500,yelp,200000,0.46697,0.15368084802057058,0.0,0.24217279624888702,1337.406010389328
1,hashing-tricks,500,yelp,200000,0.470655,0.15521547086396853,0.0,0.2426445443142972,1338.3871982097626
2,hashing-tricks,500,yelp,200000,0.46905,0.1518456608998067,0.0,0.23891576431003578,1346.8848133087158
3,hashing-tricks,500,yelp,200000,0.47037,0.15770055244979195,0.0,0.2427662522271865,1338.4497089385986
4,hashing-tricks,500,yelp,200000,0.47001,0.15761189639540485,0.0,0.24422356826069616,1336.789850473404
5,hashing-tricks,500,yelp,200000,0.467835,0.15419555268028684,0.0,0.2411343115303012,1338.457272529602
6,hashing-tricks,500,yelp,200000,0.4705,0.15772443457487725,0.0,0.2448925559336782,1335.1073393821716
7,hashing-tricks,500,yelp,200000,0.46874,0.1543530177136546,0.0,0.24074006289420438,1337.8082354068756
8,hashing-tricks,500,yelp,200000,0.46866,0.1549690098132191,0.0,0.24183950915320043,1338.3732986450195
9,hashing-tricks,500,yelp,200000,0.469835,0.15734347121845613,0.0,0.24449050421461213,1338.332775592804
