execution,method,dimension,dataset,dataset_size,accuracy,kappa,f1,macro-f1,time
0,hashing-tricks,100,amazon,10000,0.559,0.116031844902676,0.6110964099850048,0.36732537148041683,8.560041666030884
0,iwc,100,amazon,10000,0.6273,0.25666061111991445,0.5647196261682242,0.41296814417747224,5254.017256259918
0,word2vec,100,amazon,10000,0.5047,0.012836611902982352,0.393583149644869,0.3250026595044293,3309.1059000492096
0,glove,100,amazon,10000,0.6559,0.31288351398679437,0.6270598438855159,0.4359031652858912,12.474747657775879
0,hashing-tricks,100,amazon,20000,0.5731,0.14497340877816392,0.6232734654251798,0.3769430411724106,18.503511905670166
0,iwc,100,amazon,20000,0.6115,0.22479363759704174,0.5170034193347839,0.3973630477261858,10094.884732961655
0,word2vec,100,amazon,20000,0.5461,0.09342738599778237,0.4891665259721988,0.3602664848157442,13679.35939502716
0,glove,100,amazon,20000,0.65685,0.31446206111131725,0.622842695394086,0.43603279023263847,25.040881872177124
0,hashing-tricks,100,amazon,30000,0.5701666666666667,0.1398163744434891,0.620764705882353,0.37492803041444284,27.08442497253418
0,iwc,100,amazon,30000,0.6269333333333333,0.25439620442366884,0.5663243557450107,0.4130051570484578,15419.12284040451
0,word2vec,100,amazon,30000,0.5963,0.19286885000518894,0.5699879269938215,0.3965271605543057,31098.45444893837
0,glove,100,amazon,30000,0.6616666666666666,0.32361912679829014,0.6323225736333008,0.43967076280430106,37.79989004135132
0,hashing-tricks,100,amazon,50000,0.57162,0.14402302240218806,0.6188561056340535,0.37663121947494355,45.68426489830017
0,iwc,100,amazon,50000,0.63124,0.2617968189406817,0.57391786646946,0.41629772909956,25554.680777072906
0,word2vec,100,amazon,50000,0.61956,0.23893478047080138,0.6042321216787,0.41266258446447895,71495.18715023994
0,glove,100,amazon,50000,0.6633,0.32617166026193256,0.6284377345163996,0.44020956377053394,63.11971116065979
0,hashing-tricks,100,amazon,100000,0.56918,0.1376907217580059,0.6179115596785923,0.3747060730286694,92.87038040161133
0,iwc,100,amazon,100000,0.63878,0.2780431064076128,0.5968166800607198,0.4232181510093378,50662.12579154968
0,word2vec,100,amazon,100000,0.64363,0.2873078854980966,0.6408972279043521,0.4290750452681042,192782.29598999023
0,glove,100,amazon,100000,0.66329,0.3269396269262993,0.6330256231403878,0.4406582894593624,125.63553071022034
0,hashing-tricks,100,amazon,200000,0.57079,0.14158216110983024,0.6181874791504504,0.37604966770696757,184.75387930870056
0,iwc,100,amazon,200000,0.64303,0.2860649698088354,0.604227530503523,0.4263776816081215,99853.47197318077
